enrollment_id,student_id,course_id,semester,final_grade,letter_grade,attendance_rate,assignment_scores,midterm_score,final_exam_score
ENROLL_00000260,STU_000053,COURSE_000011,Summer 2025,2.09,C+,0.7,0.88,0.69,0.87
ENROLL_00000261,STU_000053,COURSE_000059,Spring 2025,2.92,B,0.64,0.65,0.95,0.87
ENROLL_00000262,STU_000053,COURSE_000012,Spring 2025,1.79,C,1.0,0.73,0.89,1.0
ENROLL_00000263,STU_000053,COURSE_000016,Spring 2025,2.07,C+,0.74,1.0,0.5,0.71
ENROLL_00000264,STU_000054,COURSE_000111,Spring 2025,2.84,B,0.77,0.7,0.95,0.66
ENROLL_00000265,STU_000054,COURSE_000090,Fall 2024,3.39,A-,0.64,1.0,0.56,1.0
ENROLL_00000266,STU_000054,COURSE_000009,Summer 2025,3.21,B+,0.94,0.77,0.52,0.69
ENROLL_00000267,STU_000055,COURSE_000032,Summer 2025,3.47,A-,0.88,0.87,0.88,0.79
ENROLL_00000268,STU_000055,COURSE_000058,Spring 2025,3.54,A-,0.58,0.83,0.73,0.64
ENROLL_00000269,STU_000055,COURSE_000025,Summer 2025,4.0,A,0.96,0.74,0.68,0.85
ENROLL_00000270,STU_000055,COURSE_000103,Summer 2025,3.99,A,0.65,0.67,0.9,0.6
ENROLL_00000271,STU_000056,COURSE_000029,Summer 2025,3.01,B+,0.86,0.56,0.68,0.73
ENROLL_00000272,STU_000056,COURSE_000094,Fall 2024,3.11,B+,0.79,0.6,0.94,0.89
ENROLL_00000273,STU_000056,COURSE_000092,Spring 2025,2.58,B-,0.94,0.65,0.9,0.68
ENROLL_00000274,STU_000057,COURSE_000098,Spring 2025,3.2,B+,0.76,0.46,1.0,0.92
ENROLL_00000275,STU_000057,COURSE_000025,Summer 2025,3.32,A-,1.0,0.78,1.0,0.98
ENROLL_00000276,STU_000057,COURSE_000124,Spring 2025,2.99,B,0.86,0.85,1.0,0.6
ENROLL_00000277,STU_000057,COURSE_000033,Spring 2025,3.31,A-,0.7,1.0,0.74,0.59
ENROLL_00000278,STU_000057,COURSE_000066,Summer 2025,3.06,B+,0.86,0.98,0.49,0.73
ENROLL_00000279,STU_000058,COURSE_000028,Fall 2024,4.0,A,0.83,0.84,0.54,1.0
ENROLL_00000280,STU_000058,COURSE_000084,Fall 2024,3.33,A-,1.0,0.65,0.95,0.38
ENROLL_00000281,STU_000058,COURSE_000013,Spring 2025,3.17,B+,0.88,0.93,1.0,1.0
ENROLL_00000282,STU_000058,COURSE_000100,Spring 2025,3.65,A-,0.94,0.89,1.0,0.36
ENROLL_00000283,STU_000058,COURSE_000050,Summer 2025,3.27,B+,0.79,0.76,0.77,1.0
ENROLL_00000284,STU_000058,COURSE_000098,Spring 2025,3.96,A,0.87,0.78,0.84,0.68
ENROLL_00000285,STU_000059,COURSE_000081,Spring 2025,3.03,B+,1.0,0.99,0.72,0.69
ENROLL_00000286,STU_000059,COURSE_000123,Spring 2025,3.0,B+,0.93,1.0,0.63,0.55
ENROLL_00000287,STU_000059,COURSE_000111,Spring 2025,3.67,A-,0.93,0.95,0.73,1.0
ENROLL_00000288,STU_000059,COURSE_000080,Summer 2025,2.64,B-,0.94,0.9,0.81,0.46
ENROLL_00000289,STU_000059,COURSE_000122,Spring 2025,3.19,B+,1.0,0.77,0.85,0.84
ENROLL_00000290,STU_000059,COURSE_000024,Fall 2024,3.8,A,0.81,0.83,0.54,0.51
ENROLL_00000291,STU_000060,COURSE_000111,Spring 2025,2.44,B-,0.7,0.76,0.58,0.68
ENROLL_00000292,STU_000060,COURSE_000023,Fall 2024,2.45,B-,0.86,0.78,0.93,0.65
ENROLL_00000293,STU_000060,COURSE_000104,Summer 2025,2.12,C+,0.74,0.69,0.8,0.69
ENROLL_00000294,STU_000060,COURSE_000079,Spring 2025,2.86,B,0.91,0.94,0.61,1.0
ENROLL_00000295,STU_000060,COURSE_000092,Spring 2025,2.51,B-,0.72,0.85,0.35,0.87
ENROLL_00000296,STU_000060,COURSE_000082,Summer 2025,2.84,B,0.65,0.83,0.94,0.92
ENROLL_00000297,STU_000061,COURSE_000082,Summer 2025,2.75,B,0.89,0.79,0.86,0.71
ENROLL_00000298,STU_000061,COURSE_000086,Summer 2025,2.49,B-,0.85,0.98,0.83,0.36
ENROLL_00000299,STU_000061,COURSE_000110,Spring 2025,2.86,B,0.86,0.93,0.85,0.6
ENROLL_00000300,STU_000061,COURSE_000034,Summer 2025,2.56,B-,0.74,0.58,1.0,1.0
ENROLL_00000301,STU_000061,COURSE_000023,Fall 2024,2.18,C+,1.0,1.0,0.94,0.49
ENROLL_00000302,STU_000061,COURSE_000090,Fall 2024,2.0,C+,0.78,0.51,1.0,0.94
ENROLL_00000303,STU_000061,COURSE_000083,Summer 2025,2.64,B-,1.0,0.96,0.61,1.0
ENROLL_00000304,STU_000062,COURSE_000006,Summer 2025,4.0,A,0.88,0.53,0.99,1.0
ENROLL_00000305,STU_000062,COURSE_000026,Spring 2025,4.0,A,0.78,0.91,0.77,1.0
ENROLL_00000306,STU_000062,COURSE_000014,Spring 2025,4.0,A,0.88,0.89,0.86,1.0
ENROLL_00000307,STU_000062,COURSE_000092,Spring 2025,4.0,A,0.9,0.64,0.65,0.39
ENROLL_00000308,STU_000062,COURSE_000010,Spring 2025,4.0,A,0.83,0.67,0.87,0.71
ENROLL_00000309,STU_000063,COURSE_000128,Summer 2025,2.75,B,0.75,0.46,1.0,0.94
ENROLL_00000310,STU_000063,COURSE_000113,Spring 2025,2.97,B,0.79,0.96,0.87,0.52
ENROLL_00000311,STU_000063,COURSE_000037,Fall 2024,2.93,B,0.9,0.75,0.58,0.81
ENROLL_00000312,STU_000064,COURSE_000072,Spring 2025,3.78,A,1.0,1.0,0.89,0.88
ENROLL_00000313,STU_000064,COURSE_000009,Summer 2025,4.0,A,0.72,0.8,0.39,0.58
ENROLL_00000314,STU_000064,COURSE_000039,Fall 2024,4.0,A,0.49,0.48,0.51,0.76
ENROLL_00000315,STU_000064,COURSE_000056,Summer 2025,4.0,A,0.83,0.59,0.9,1.0
ENROLL_00000316,STU_000064,COURSE_000127,Fall 2024,3.8,A,0.66,0.84,1.0,0.77
ENROLL_00000317,STU_000064,COURSE_000103,Summer 2025,4.0,A,0.65,0.99,1.0,0.67
ENROLL_00000318,STU_000065,COURSE_000102,Fall 2024,3.45,A-,0.89,0.83,0.62,0.8
ENROLL_00000319,STU_000065,COURSE_000064,Summer 2025,3.97,A,0.77,0.69,1.0,0.93
ENROLL_00000320,STU_000065,COURSE_000071,Fall 2024,3.32,A-,0.78,0.97,1.0,0.59
ENROLL_00000321,STU_000065,COURSE_000014,Spring 2025,3.84,A,0.76,0.6,1.0,0.65
ENROLL_00000322,STU_000066,COURSE_000102,Fall 2024,3.55,A-,0.92,0.78,0.21,0.98
ENROLL_00000323,STU_000066,COURSE_000120,Summer 2025,3.73,A,1.0,0.83,1.0,0.57
ENROLL_00000324,STU_000066,COURSE_000070,Spring 2025,4.0,A,0.93,0.65,0.56,1.0
ENROLL_00000325,STU_000066,COURSE_000077,Summer 2025,3.45,A-,0.95,1.0,0.93,0.51
ENROLL_00000326,STU_000066,COURSE_000025,Summer 2025,3.79,A,0.69,1.0,0.92,0.66
ENROLL_00000327,STU_000066,COURSE_000057,Spring 2025,3.61,A-,1.0,0.87,1.0,0.69
ENROLL_00000328,STU_000066,COURSE_000021,Spring 2025,3.87,A,0.82,0.96,0.98,0.91
ENROLL_00000329,STU_000067,COURSE_000078,Spring 2025,2.32,B-,0.87,0.88,0.52,0.41
ENROLL_00000330,STU_000067,COURSE_000046,Spring 2025,1.47,C-,0.94,0.88,0.42,1.0
ENROLL_00000331,STU_000067,COURSE_000073,Summer 2025,2.01,C+,1.0,1.0,0.93,0.35
ENROLL_00000332,STU_000068,COURSE_000020,Summer 2025,3.13,B+,0.62,0.88,0.76,0.73
ENROLL_00000333,STU_000068,COURSE_000127,Fall 2024,3.16,B+,0.83,1.0,1.0,1.0
ENROLL_00000334,STU_000068,COURSE_000073,Summer 2025,3.55,A-,0.79,0.86,0.92,0.92
ENROLL_00000335,STU_000068,COURSE_000035,Fall 2024,3.11,B+,0.69,0.73,0.36,0.84
ENROLL_00000336,STU_000068,COURSE_000089,Fall 2024,3.53,A-,1.0,0.86,0.62,0.87
ENROLL_00000337,STU_000068,COURSE_000080,Summer 2025,2.96,B,1.0,0.84,0.62,0.72
ENROLL_00000338,STU_000069,COURSE_000043,Summer 2025,3.69,A-,0.83,0.71,1.0,0.63
ENROLL_00000339,STU_000069,COURSE_000095,Summer 2025,4.0,A,0.54,0.59,0.62,0.76
ENROLL_00000340,STU_000069,COURSE_000113,Spring 2025,3.92,A,0.86,0.84,0.92,1.0
ENROLL_00000341,STU_000069,COURSE_000106,Spring 2025,4.0,A,0.71,0.75,0.51,1.0
ENROLL_00000342,STU_000069,COURSE_000007,Summer 2025,3.2,B+,1.0,0.86,0.91,1.0
ENROLL_00000343,STU_000069,COURSE_000033,Spring 2025,3.73,A,0.53,0.66,1.0,0.87
ENROLL_00000344,STU_000070,COURSE_000025,Summer 2025,3.56,A-,1.0,1.0,0.55,0.71
ENROLL_00000345,STU_000070,COURSE_000020,Summer 2025,2.96,B,0.85,0.73,0.91,0.89
ENROLL_00000346,STU_000070,COURSE_000007,Summer 2025,2.99,B,0.93,1.0,0.7,0.97
ENROLL_00000347,STU_000070,COURSE_000099,Spring 2025,3.17,B+,0.93,0.76,0.76,0.65
ENROLL_00000348,STU_000070,COURSE_000096,Spring 2025,3.26,B+,0.89,0.99,0.96,0.75
ENROLL_00000349,STU_000071,COURSE_000044,Summer 2025,3.79,A,0.79,1.0,0.66,0.8
ENROLL_00000350,STU_000071,COURSE_000023,Fall 2024,3.9,A,0.84,0.74,0.44,0.82
ENROLL_00000351,STU_000071,COURSE_000014,Spring 2025,3.32,A-,0.72,0.61,0.77,0.85
ENROLL_00000352,STU_000071,COURSE_000019,Summer 2025,3.2,B+,0.8,0.81,0.89,1.0
ENROLL_00000353,STU_000071,COURSE_000048,Fall 2024,4.0,A,0.45,1.0,1.0,0.78
ENROLL_00000354,STU_000071,COURSE_000100,Spring 2025,3.17,B+,0.88,1.0,0.87,0.5
ENROLL_00000355,STU_000072,COURSE_000047,Summer 2025,3.13,B+,0.9,0.88,0.79,0.91
ENROLL_00000356,STU_000072,COURSE_000111,Spring 2025,3.04,B+,0.8,0.69,0.96,0.62
ENROLL_00000357,STU_000072,COURSE_000101,Summer 2025,3.17,B+,0.82,0.74,1.0,1.0
ENROLL_00000358,STU_000073,COURSE_000094,Fall 2024,2.5,B-,0.66,0.94,0.9,0.69
ENROLL_00000359,STU_000073,COURSE_000089,Fall 2024,2.73,B,0.77,0.88,0.72,0.55
ENROLL_00000360,STU_000073,COURSE_000098,Spring 2025,2.83,B,0.81,0.94,0.52,0.55
ENROLL_00000361,STU_000073,COURSE_000070,Spring 2025,2.71,B,1.0,0.69,1.0,0.57
ENROLL_00000362,STU_000074,COURSE_000092,Spring 2025,2.7,B-,0.84,0.99,0.78,1.0
ENROLL_00000363,STU_000074,COURSE_000121,Spring 2025,3.05,B+,0.97,1.0,1.0,0.5
ENROLL_00000364,STU_000074,COURSE_000022,Spring 2025,2.63,B-,0.57,0.8,0.56,1.0
ENROLL_00000365,STU_000074,COURSE_000020,Summer 2025,2.53,B-,1.0,0.71,0.39,0.8
ENROLL_00000366,STU_000074,COURSE_000034,Summer 2025,2.67,B-,0.68,0.72,1.0,0.7
ENROLL_00000367,STU_000074,COURSE_000088,Summer 2025,3.51,A-,1.0,0.72,0.89,0.7
ENROLL_00000368,STU_000074,COURSE_000037,Fall 2024,2.9,B,0.93,1.0,0.53,0.44
ENROLL_00000369,STU_000075,COURSE_000099,Spring 2025,3.85,A,0.83,1.0,0.71,0.55
ENROLL_00000370,STU_000075,COURSE_000032,Summer 2025,3.27,B+,0.78,0.84,0.89,0.71
ENROLL_00000371,STU_000075,COURSE_000015,Fall 2024,4.0,A,0.99,0.88,1.0,0.63
ENROLL_00000372,STU_000075,COURSE_000069,Fall 2024,3.82,A,0.84,1.0,1.0,0.93
ENROLL_00000373,STU_000075,COURSE_000016,Spring 2025,3.89,A,0.91,0.63,0.62,0.96
ENROLL_00000374,STU_000076,COURSE_000039,Fall 2024,3.41,A-,0.8,0.98,0.76,0.98
ENROLL_00000375,STU_000076,COURSE_000026,Spring 2025,2.52,B-,0.96,0.71,0.38,0.69
ENROLL_00000376,STU_000076,COURSE_000076,Spring 2025,3.37,A-,0.46,1.0,0.52,0.52
ENROLL_00000377,STU_000077,COURSE_000029,Summer 2025,3.75,A,0.83,0.93,0.62,1.0
ENROLL_00000378,STU_000077,COURSE_000010,Spring 2025,3.32,A-,0.56,1.0,0.64,0.57
ENROLL_00000379,STU_000077,COURSE_000034,Summer 2025,3.18,B+,0.8,0.81,0.88,0.86
ENROLL_00000380,STU_000077,COURSE_000078,Spring 2025,3.69,A-,0.94,0.69,0.59,0.71
ENROLL_00000381,STU_000077,COURSE_000083,Summer 2025,3.54,A-,0.81,0.77,0.97,0.78
ENROLL_00000382,STU_000077,COURSE_000123,Spring 2025,2.63,B-,0.95,1.0,0.7,0.83
ENROLL_00000383,STU_000078,COURSE_000048,Fall 2024,3.83,A,0.8,0.59,0.86,0.66
ENROLL_00000384,STU_000078,COURSE_000052,Fall 2024,4.0,A,0.88,0.77,0.63,0.67
ENROLL_00000385,STU_000078,COURSE_000043,Summer 2025,3.49,A-,0.94,0.94,0.66,0.88
ENROLL_00000386,STU_000078,COURSE_000054,Fall 2024,4.0,A,0.74,0.81,0.67,0.6
ENROLL_00000387,STU_000078,COURSE_000036,Spring 2025,3.45,A-,0.94,0.84,0.76,0.51
ENROLL_00000388,STU_000078,COURSE_000078,Spring 2025,3.63,A-,0.74,0.92,0.98,0.38
ENROLL_00000389,STU_000079,COURSE_000087,Summer 2025,3.4,A-,0.92,1.0,0.7,0.54
ENROLL_00000390,STU_000079,COURSE_000128,Summer 2025,4.0,A,0.55,1.0,0.65,0.98
ENROLL_00000391,STU_000079,COURSE_000067,Fall 2024,3.43,A-,0.74,0.76,0.95,1.0
ENROLL_00000392,STU_000079,COURSE_000063,Summer 2025,3.99,A,0.94,0.99,0.3,0.91
ENROLL_00000393,STU_000079,COURSE_000008,Spring 2025,3.41,A-,0.82,0.6,0.69,0.81
ENROLL_00000394,STU_000079,COURSE_000122,Spring 2025,3.55,A-,0.9,0.81,0.84,0.91
ENROLL_00000395,STU_000079,COURSE_000085,Summer 2025,3.74,A,0.8,0.77,0.78,1.0
ENROLL_00000396,STU_000080,COURSE_000100,Spring 2025,2.98,B,0.84,0.96,0.61,0.66
ENROLL_00000397,STU_000080,COURSE_000039,Fall 2024,3.07,B+,1.0,1.0,0.76,0.91
ENROLL_00000398,STU_000080,COURSE_000043,Summer 2025,3.89,A,1.0,0.46,1.0,0.83
ENROLL_00000399,STU_000081,COURSE_000001,Summer 2025,3.4,A-,0.92,0.71,0.44,0.99
ENROLL_00000400,STU_000081,COURSE_000063,Summer 2025,3.83,A,0.88,0.83,0.86,0.64
ENROLL_00000401,STU_000081,COURSE_000027,Spring 2025,4.0,A,0.94,0.75,0.81,0.83
ENROLL_00000402,STU_000081,COURSE_000094,Fall 2024,3.85,A,0.94,1.0,0.87,0.9
ENROLL_00000403,STU_000081,COURSE_000112,Fall 2024,3.94,A,0.89,0.74,0.85,0.97
ENROLL_00000404,STU_000082,COURSE_000085,Summer 2025,2.2,C+,0.92,0.56,0.41,0.63
ENROLL_00000405,STU_000082,COURSE_000069,Fall 2024,2.97,B,0.66,1.0,1.0,0.85
ENROLL_00000406,STU_000082,COURSE_000118,Summer 2025,2.36,B-,1.0,0.84,0.47,1.0
ENROLL_00000407,STU_000082,COURSE_000060,Spring 2025,2.52,B-,0.98,0.55,0.79,1.0
ENROLL_00000408,STU_000082,COURSE_000108,Spring 2025,2.59,B-,0.69,0.97,0.54,0.84
ENROLL_00000409,STU_000082,COURSE_000065,Spring 2025,2.27,C+,0.67,0.7,0.72,0.8
ENROLL_00000410,STU_000082,COURSE_000097,Fall 2024,2.85,B,0.77,0.56,1.0,0.93
ENROLL_00000411,STU_000083,COURSE_000073,Summer 2025,4.0,A,0.91,0.9,0.85,0.71
ENROLL_00000412,STU_000083,COURSE_000111,Spring 2025,3.75,A,1.0,0.99,0.43,1.0
ENROLL_00000413,STU_000083,COURSE_000057,Spring 2025,4.0,A,0.86,0.66,0.54,0.72
ENROLL_00000414,STU_000083,COURSE_000030,Fall 2024,3.76,A,0.97,0.81,1.0,1.0
ENROLL_00000415,STU_000083,COURSE_000103,Summer 2025,4.0,A,1.0,0.84,0.76,0.56
ENROLL_00000416,STU_000084,COURSE_000036,Spring 2025,3.92,A,0.86,0.73,0.9,0.33
ENROLL_00000417,STU_000084,COURSE_000064,Summer 2025,4.0,A,0.8,0.96,0.91,1.0
ENROLL_00000418,STU_000084,COURSE_000052,Fall 2024,4.0,A,0.56,0.96,1.0,0.68
ENROLL_00000419,STU_000084,COURSE_000100,Spring 2025,4.0,A,0.77,0.78,0.77,1.0
ENROLL_00000420,STU_000085,COURSE_000077,Summer 2025,3.12,B+,0.78,0.9,0.66,0.9
ENROLL_00000421,STU_000085,COURSE_000089,Fall 2024,3.38,A-,0.96,0.55,0.64,0.34
ENROLL_00000422,STU_000085,COURSE_000035,Fall 2024,3.45,A-,0.75,0.78,0.89,0.83
ENROLL_00000423,STU_000085,COURSE_000122,Spring 2025,2.71,B,0.77,0.72,0.75,0.55
ENROLL_00000424,STU_000085,COURSE_000031,Summer 2025,3.23,B+,0.69,1.0,1.0,0.74
ENROLL_00000425,STU_000085,COURSE_000105,Summer 2025,3.26,B+,0.79,0.71,0.89,0.69
ENROLL_00000426,STU_000086,COURSE_000002,Summer 2025,3.16,B+,1.0,1.0,1.0,1.0
ENROLL_00000427,STU_000086,COURSE_000019,Summer 2025,3.19,B+,0.79,0.72,0.99,0.9
ENROLL_00000428,STU_000086,COURSE_000056,Summer 2025,3.01,B+,0.75,0.82,0.96,0.77
ENROLL_00000429,STU_000087,COURSE_000128,Summer 2025,4.0,A,0.7,1.0,0.8,0.78
ENROLL_00000430,STU_000087,COURSE_000072,Spring 2025,3.24,B+,0.77,0.8,0.84,0.56
ENROLL_00000431,STU_000087,COURSE_000054,Fall 2024,3.65,A-,1.0,0.74,0.76,0.78
ENROLL_00000432,STU_000087,COURSE_000089,Fall 2024,3.75,A,1.0,0.7,0.61,0.79
ENROLL_00000433,STU_000087,COURSE_000118,Summer 2025,3.94,A,0.89,0.66,0.95,0.7
ENROLL_00000434,STU_000088,COURSE_000128,Summer 2025,3.0,B+,0.76,0.7,1.0,1.0
ENROLL_00000435,STU_000088,COURSE_000078,Spring 2025,2.76,B,1.0,0.96,0.99,0.95
ENROLL_00000436,STU_000088,COURSE_000007,Summer 2025,2.76,B,0.82,0.61,0.97,0.96
ENROLL_00000437,STU_000088,COURSE_000100,Spring 2025,3.09,B+,0.77,0.65,0.67,0.84
ENROLL_00000438,STU_000088,COURSE_000004,Spring 2025,2.48,B-,1.0,1.0,0.74,0.99
ENROLL_00000439,STU_000088,COURSE_000083,Summer 2025,2.46,B-,0.68,0.89,0.72,0.79
ENROLL_00000440,STU_000088,COURSE_000084,Fall 2024,3.04,B+,0.88,0.65,0.98,0.85
ENROLL_00000441,STU_000089,COURSE_000103,Summer 2025,2.6,B-,0.81,0.99,0.87,0.82
ENROLL_00000442,STU_000089,COURSE_000051,Spring 2025,3.14,B+,0.8,0.96,0.8,0.75
ENROLL_00000443,STU_000089,COURSE_000037,Fall 2024,3.0,B,1.0,0.67,0.59,0.86
ENROLL_00000444,STU_000089,COURSE_000009,Summer 2025,2.64,B-,0.88,0.71,0.62,0.93
ENROLL_00000445,STU_000090,COURSE_000009,Summer 2025,3.71,A,0.95,0.61,0.72,1.0
ENROLL_00000446,STU_000090,COURSE_000121,Spring 2025,3.11,B+,0.83,0.8,0.84,1.0
ENROLL_00000447,STU_000090,COURSE_000079,Spring 2025,3.45,A-,1.0,0.9,0.8,0.77
ENROLL_00000448,STU_000090,COURSE_000020,Summer 2025,3.76,A,0.92,0.61,0.55,1.0
ENROLL_00000449,STU_000090,COURSE_000070,Spring 2025,3.85,A,0.43,0.74,0.98,0.58
ENROLL_00000450,STU_000090,COURSE_000098,Spring 2025,3.36,A-,0.93,0.89,0.74,0.73
ENROLL_00000451,STU_000091,COURSE_000097,Fall 2024,2.14,C+,1.0,1.0,0.69,0.82
ENROLL_00000452,STU_000091,COURSE_000111,Spring 2025,2.82,B,0.91,1.0,0.92,0.95
ENROLL_00000453,STU_000091,COURSE_000003,Fall 2024,2.27,C+,0.75,0.68,0.64,1.0
ENROLL_00000454,STU_000092,COURSE_000048,Fall 2024,3.79,A,0.77,0.98,0.97,0.68
ENROLL_00000455,STU_000092,COURSE_000018,Summer 2025,3.2,B+,0.83,0.95,0.89,0.8
ENROLL_00000456,STU_000092,COURSE_000100,Spring 2025,3.33,A-,1.0,0.84,0.61,0.69
ENROLL_00000457,STU_000092,COURSE_000027,Spring 2025,3.66,A-,0.82,0.53,0.82,0.96
ENROLL_00000458,STU_000093,COURSE_000050,Summer 2025,3.83,A,0.92,0.6,1.0,0.66
ENROLL_00000459,STU_000093,COURSE_000111,Spring 2025,2.99,B,0.68,0.79,1.0,0.68
ENROLL_00000460,STU_000093,COURSE_000017,Fall 2024,3.55,A-,0.83,0.9,0.73,0.88
ENROLL_00000461,STU_000093,COURSE_000043,Summer 2025,3.24,B+,0.52,0.75,0.44,0.78
ENROLL_00000462,STU_000093,COURSE_000109,Fall 2024,3.11,B+,0.77,0.7,0.99,1.0
ENROLL_00000463,STU_000094,COURSE_000099,Spring 2025,3.63,A-,0.76,0.98,1.0,0.56
ENROLL_00000464,STU_000094,COURSE_000010,Spring 2025,2.99,B,1.0,0.76,0.98,0.81
ENROLL_00000465,STU_000094,COURSE_000014,Spring 2025,3.34,A-,0.88,0.74,0.78,0.49
ENROLL_00000466,STU_000095,COURSE_000057,Spring 2025,2.5,B-,1.0,0.95,1.0,0.65
ENROLL_00000467,STU_000095,COURSE_000034,Summer 2025,3.36,A-,0.99,0.72,0.61,0.78
ENROLL_00000468,STU_000095,COURSE_000006,Summer 2025,2.94,B,0.8,0.5,0.9,0.77
ENROLL_00000469,STU_000095,COURSE_000068,Fall 2024,2.58,B-,0.61,0.92,0.81,0.59
ENROLL_00000470,STU_000095,COURSE_000084,Fall 2024,2.79,B,0.9,0.78,0.96,0.68
ENROLL_00000471,STU_000095,COURSE_000121,Spring 2025,3.31,A-,0.79,1.0,0.68,0.81
ENROLL_00000472,STU_000095,COURSE_000124,Spring 2025,2.76,B,1.0,0.8,0.59,0.74
ENROLL_00000473,STU_000096,COURSE_000018,Summer 2025,4.0,A,0.8,0.73,0.99,0.96
ENROLL_00000474,STU_000096,COURSE_000067,Fall 2024,4.0,A,0.74,0.73,0.93,0.65
ENROLL_00000475,STU_000096,COURSE_000023,Fall 2024,4.0,A,1.0,0.41,0.61,0.74
ENROLL_00000476,STU_000097,COURSE_000026,Spring 2025,4.0,A,1.0,0.87,0.59,0.98
ENROLL_00000477,STU_000097,COURSE_000097,Fall 2024,4.0,A,0.86,0.94,1.0,1.0
ENROLL_00000478,STU_000097,COURSE_000007,Summer 2025,3.48,A-,1.0,0.73,0.61,1.0
ENROLL_00000479,STU_000097,COURSE_000094,Fall 2024,3.88,A,0.73,0.75,0.66,1.0
ENROLL_00000480,STU_000097,COURSE_000016,Spring 2025,4.0,A,0.63,0.87,0.92,0.89
ENROLL_00000481,STU_000097,COURSE_000089,Fall 2024,4.0,A,0.53,0.96,0.95,0.68
ENROLL_00000482,STU_000098,COURSE_000102,Fall 2024,2.94,B,1.0,0.82,0.83,0.53
ENROLL_00000483,STU_000098,COURSE_000085,Summer 2025,2.41,B-,0.89,0.48,0.72,1.0
ENROLL_00000484,STU_000098,COURSE_000067,Fall 2024,2.47,B-,0.8,0.97,0.69,0.98
ENROLL_00000485,STU_000098,COURSE_000057,Spring 2025,3.87,A,0.74,0.73,0.83,0.87
ENROLL_00000486,STU_000098,COURSE_000048,Fall 2024,2.68,B-,0.9,1.0,0.74,1.0
ENROLL_00000487,STU_000098,COURSE_000060,Spring 2025,3.47,A-,0.81,0.7,0.91,0.77
ENROLL_00000488,STU_000099,COURSE_000048,Fall 2024,3.64,A-,0.89,0.92,0.74,0.81
ENROLL_00000489,STU_000099,COURSE_000076,Spring 2025,3.08,B+,0.7,1.0,0.89,0.83
ENROLL_00000490,STU_000099,COURSE_000004,Spring 2025,2.91,B,1.0,1.0,0.78,0.96
ENROLL_00000491,STU_000099,COURSE_000088,Summer 2025,2.52,B-,0.68,0.55,0.93,0.83
ENROLL_00000492,STU_000100,COURSE_000036,Spring 2025,4.0,A,0.84,0.71,0.66,1.0
ENROLL_00000493,STU_000100,COURSE_000060,Spring 2025,3.82,A,1.0,0.83,1.0,1.0
ENROLL_00000494,STU_000100,COURSE_000064,Summer 2025,3.42,A-,0.86,0.73,0.71,0.73
ENROLL_00000495,STU_000100,COURSE_000121,Spring 2025,3.57,A-,1.0,0.75,0.82,0.93
ENROLL_00000496,STU_000101,COURSE_000100,Spring 2025,4.0,A,0.68,0.92,0.55,0.74
ENROLL_00000497,STU_000101,COURSE_000059,Spring 2025,4.0,A,0.79,0.65,0.54,0.94
ENROLL_00000498,STU_000101,COURSE_000127,Fall 2024,4.0,A,0.82,0.87,0.73,0.7
ENROLL_00000499,STU_000101,COURSE_000030,Fall 2024,4.0,A,0.79,0.41,0.49,0.89
ENROLL_00000500,STU_000101,COURSE_000095,Summer 2025,4.0,A,0.6,0.67,1.0,1.0
ENROLL_00000501,STU_000102,COURSE_000027,Spring 2025,3.99,A,0.85,0.82,0.91,0.72
ENROLL_00000502,STU_000102,COURSE_000074,Spring 2025,3.85,A,0.68,0.76,0.7,0.65
ENROLL_00000503,STU_000102,COURSE_000051,Spring 2025,4.0,A,1.0,0.74,0.68,0.91
ENROLL_00000504,STU_000103,COURSE_000017,Fall 2024,2.73,B,1.0,0.88,0.76,0.89
ENROLL_00000505,STU_000103,COURSE_000048,Fall 2024,2.84,B,0.8,0.87,0.68,0.9
ENROLL_00000506,STU_000103,COURSE_000055,Fall 2024,2.69,B-,1.0,0.79,0.58,0.75
ENROLL_00000507,STU_000103,COURSE_000084,Fall 2024,2.77,B,0.94,0.43,0.71,0.3
ENROLL_00000508,STU_000103,COURSE_000022,Spring 2025,2.92,B,0.76,0.96,0.73,0.67
ENROLL_00000509,STU_000104,COURSE_000019,Summer 2025,4.0,A,0.73,0.89,0.97,0.61
ENROLL_00000510,STU_000104,COURSE_000042,Summer 2025,3.68,A-,0.86,0.94,0.49,0.62
ENROLL_00000511,STU_000104,COURSE_000109,Fall 2024,4.0,A,0.65,0.79,0.32,0.96
ENROLL_00000512,STU_000104,COURSE_000009,Summer 2025,3.86,A,0.89,0.8,0.39,0.8
ENROLL_00000513,STU_000104,COURSE_000054,Fall 2024,3.96,A,0.69,0.66,0.84,0.75
ENROLL_00000514,STU_000104,COURSE_000012,Spring 2025,3.83,A,0.76,0.65,0.73,1.0
ENROLL_00000515,STU_000104,COURSE_000002,Summer 2025,3.63,A-,0.81,0.9,0.85,0.68
ENROLL_00000516,STU_000105,COURSE_000062,Spring 2025,2.95,B,0.93,0.74,0.73,0.95
ENROLL_00000517,STU_000105,COURSE_000030,Fall 2024,2.89,B,0.79,0.85,0.97,0.74
ENROLL_00000518,STU_000105,COURSE_000093,Summer 2025,3.01,B+,0.81,0.72,0.65,0.85
ENROLL_00000519,STU_000105,COURSE_000054,Fall 2024,2.91,B,0.95,0.87,0.77,0.71
